"","Food code","Main food description","WWEIA Category code","WWEIA Category description","Energy (kcal)","Protein (g)","Carbohydrate (g)","Sugars, total (g)","Fiber, total dietary (g)","Total Fat (g)","Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Cholesterol (mg)","Retinol (mcg)","Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)","Lycopene (mcg)","Lutein + zeaxanthin (mcg)","Thiamin (mg)","Riboflavin (mg)","Niacin (mg)","Vitamin B-6 (mg)","Folic acid (mcg)","Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)","Vitamin B-12 (mcg)","Vitamin B-12, added (mcg)","Vitamin C (mg)","Vitamin D (D2 + D3) (mcg)","Vitamin E (alpha-tocopherol) (mg)","Vitamin E, added (mg)","Vitamin K (phylloquinone) (mcg)","Calcium (mg)","Phosphorus (mg)","Magnesium (mg)","Iron (mg)","Zinc (mg)","Copper (mg)","Selenium (mcg)","Potassium (mg)","Sodium (mg)","Caffeine (mg)","Theobromine (mg)","Alcohol (g)","4:0    (g)","6:0    (g)","8:0    (g)","10:0    (g)","12:0    (g)","14:0    (g)","16:0    (g)","18:0    (g)","16:1        (g)","18:1    (g)","20:1    (g)","22:1    (g)","18:2    (g)","18:3    (g)","18:4    (g)","20:4    (g)","20:5 n-3 (g)","22:5 n-3 (g)","22:6 n-3 (g)","Water (g)","Group"
"2201",56207370,"Wheat cereal, chocolate flavored, cooked",4804,"Grits and other cooked cereals",49,1.79,11.02,0.08,1.7,0.47,0.16,0.106,0.142,0,0,0,0,0,0,0,28,0.045,0.043,0.63,0.049,0,8,8,8,3.3,0,0,0,0,0.18,0,0.4,10,60,25,0.68,0.47,0.125,9.7,88,338,1,41,0,0,0,0,0,0,0,0.094,0.064,0,0.106,0,0,0.132,0.01,0,0,0,0,0,85.42,"Grains, Beans and Nuts"
"2202",56208500,"Oat bran cereal, cooked, fat not added in cooking",4804,"Grits and other cooked cereals",46,3.21,12.28,0.27,2.9,1.3,0.246,0.441,0.513,0,0,0,0,0,0,0,30,0.174,0.037,0.156,0.028,0,7,7,7,6,0,0,0,0,0.19,0,0.6,14,129,45,0.95,0.59,0.081,8.4,100,69,0,0,0,0,0,0,0,0.005,0.003,0.209,0.013,0.003,0.438,0,0,0.491,0.022,0,0,0,0,0,82.4,"Grains, Beans and Nuts"
"2203",56208510,"Oat bran cereal, cooked, fat added in cooking",4804,"Grits and other cooked cereals",58,3.17,12.08,0.26,2.8,2.75,0.964,0.845,0.756,3,14,15,0,7,0,0,30,0.171,0.037,0.154,0.057,0,7,7,7,6.2,0,0,0,0,0.38,0,1.5,14,128,44,0.94,0.58,0.08,8.3,99,81,0,0,0,0.039,0.024,0.015,0.031,0.038,0.095,0.521,0.173,0.015,0.828,0.003,0,0.708,0.048,0,0,0,0,0,81.18,"Grains, Beans and Nuts"
"2204",56208520,"Oat bran cereal, cooked, NS as to fat added in cooking",4804,"Grits and other cooked cereals",58,3.17,12.08,0.26,2.8,2.75,0.964,0.845,0.756,3,14,15,0,7,0,0,30,0.171,0.037,0.154,0.057,0,7,7,7,6.2,0,0,0,0,0.38,0,1.5,14,128,44,0.94,0.58,0.08,8.3,99,81,0,0,0,0.039,0.024,0.015,0.031,0.038,0.095,0.521,0.173,0.015,0.828,0.003,0,0.708,0.048,0,0,0,0,0,81.18,"Grains, Beans and Nuts"
"2205",56209000,"Cream of rye",4804,"Grits and other cooked cereals",41,1.28,8.86,0.13,1.4,0.18,0.021,0.022,0.082,0,0,0,0,0,0,0,22,0.027,0.012,0.183,0.028,0,3,3,3,2.4,0,0,0,0,0.17,0,0.7,6,25,8,0.28,0.26,0.045,1.7,43,140,0,0,0,0,0,0,0,0,0,0.02,0.001,0.001,0.02,0.001,0,0.07,0.012,0,0,0,0,0,89.1,"Grains, Beans and Nuts"
"2206",58110110,"Egg roll, meatless",3406,"Egg rolls, dumplings, sushi",269,5.62,30.02,5.63,2.3,14.14,2.109,4.877,6.331,0,0,46,169,467,0,9,141,0.264,0.231,2.38,0.09,5,62,71,67,13.9,0,0,6.3,0,1.6,0,46.1,47,68,22,1.86,0.43,0.091,10.5,210,463,0,0,0,0,0,0.001,0.007,0.004,0.012,1.473,0.498,0.038,4.777,0.056,0,5.596,0.729,0,0.004,0,0,0,48.38,"Meet, Poultry,Fish,Seafood and eggs"
"2207",58110120,"Egg roll, with shrimp",3406,"Egg rolls, dumplings, sushi",269,5.62,30.02,5.63,2.3,14.14,2.109,4.877,6.331,0,0,46,169,467,0,9,141,0.264,0.231,2.38,0.09,5,62,71,67,13.9,0,0,6.3,0,1.6,0,46.1,47,68,22,1.86,0.43,0.091,10.5,210,463,0,0,0,0,0,0.001,0.007,0.004,0.012,1.473,0.498,0.038,4.777,0.056,0,5.596,0.729,0,0.004,0,0,0,48.38,"Meet, Poultry,Fish,Seafood and eggs"
"2208",58110130,"Egg roll, with beef and/or pork",3406,"Egg rolls, dumplings, sushi",277,9.39,27.87,5.03,2,14.33,2.534,5.386,5.441,13,0,368,1582,3633,0,0,429,0.227,0.104,2.126,0.163,32,43,97,76,38.2,0.14,0,27.7,0.1,1.14,0,30.3,32,86,19,1.48,0.85,0.087,21.5,200,385,0,0,0,0,0,0,0,0.002,0.03,1.739,0.665,0.09,5.223,0.061,0,4.82,0.58,0,0.011,0.005,0.004,0.001,46.46,"Meet, Poultry,Fish,Seafood and eggs"
"2209",58110170,"Egg roll, with chicken or turkey",3406,"Egg rolls, dumplings, sushi",253,9.86,26.96,5.26,2.3,11.82,1.945,4.421,4.826,13,2,52,211,495,0,0,69,0.227,0.161,3.43,0.271,40,19,88,60,29.5,0.09,0,10.6,0,1.24,0,31.4,44,111,28,1.61,0.49,0.099,16.3,266,452,0,0,0,0,0,0,0,0,0.011,1.435,0.417,0.111,4.261,0.041,0,4.312,0.494,0,0.009,0.003,0.002,0,49.15,"Meet, Poultry,Fish,Seafood and eggs"
"2210",58110200,"Roll with meat and/or shrimp, vegetables and rice paper, not fried",3406,"Egg rolls, dumplings, sushi",111,5.53,17.13,3.91,2.1,2.63,0.459,1.239,0.584,22,10,234,912,2239,3,0,163,0.071,0.07,1.791,0.184,0,35,35,35,24.9,0.19,0,7.6,0,0.72,0,28.7,35,87,33,0.63,0.6,0.126,8,219,389,0,0,0,0,0,0,0,0.001,0.004,0.263,0.074,0.007,1.191,0.028,0.002,0.526,0.016,0,0.008,0.014,0.001,0.015,72.7,"Meet, Poultry,Fish,Seafood and eggs"
"2211",58111110,"Wonton, fried, filled with meat, poultry, or seafood,",3406,"Egg rolls, dumplings, sushi",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,1,5,0,48,0,0,22,0.388,0.134,2.366,0.262,0,19,19,19,55.5,0.28,0,8.8,0.2,0.88,0,64.4,30,134,22,0.79,1.77,0.036,18.7,301,467,0,0,0,0,0,0,0.01,0.002,0.075,1.62,0.755,0.195,4.582,0.064,0,2.635,0.329,0,0.022,0,0,0,63.96,"Meet, Poultry,Fish,Seafood and eggs"
"2212",58111120,"Wonton, fried, meatless",3406,"Egg rolls, dumplings, sushi",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,1,4,0,40,0,0,19,0.291,0.121,2.13,0.236,0,12,12,12,52.7,0.28,0,7,0.2,0.88,0,64.4,30,134,22,0.79,1.77,0.036,18.7,301,467,0,0,0,0,0,0,0.01,0.002,0.075,1.62,0.755,0.195,4.582,0.064,0,2.635,0.329,0,0.022,0,0,0,63.96,"Meet, Poultry,Fish,Seafood and eggs"
"2213",58111130,"Wonton, fried, filled with meat, poultry, or seafood, and vegetable",3406,"Egg rolls, dumplings, sushi",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,1,5,0,48,0,0,22,0.388,0.134,2.366,0.262,0,19,19,19,55.5,0.28,0,8.8,0.2,0.88,0,64.4,30,134,22,0.79,1.77,0.036,18.7,301,467,0,0,0,0,0,0,0.01,0.002,0.075,1.62,0.755,0.195,4.582,0.064,0,2.635,0.329,0,0.022,0,0,0,63.96,"Meet, Poultry,Fish,Seafood and eggs"
"2214",58111200,"Puffs, fried, crab meat and cream cheese filled",3406,"Egg rolls, dumplings, sushi",315,9.3,35.01,3.6,1.2,15.22,7.387,4.436,1.92,67,112,118,0,76,1,0,65,0.233,0.297,2.195,0.087,36,13,75,49,33.1,0.26,0,0.5,0.1,0.76,0,8.2,49,184,27,2.04,0.64,0.079,24.8,134,823,0,0,0,0.237,0.195,0.122,0.288,0.337,1.089,3.613,1.272,0.243,3.97,0.035,0.002,1.618,0.191,0,0.031,0.003,0.007,0.013,37.65,"Meet, Poultry,Fish,Seafood and eggs"
"2215",58112510,"Dumpling, steamed, filled with meat, poultry, or seafood",3406,"Egg rolls, dumplings, sushi",113,6.9,11.07,2.3,1.2,4.6,1.437,2.099,0.652,14,1,4,0,38,0,0,18,0.306,0.106,1.863,0.207,0,15,15,15,43.7,0.22,0,6.9,0.2,0.21,0,45.8,23,106,18,0.62,1.39,0.028,14.8,237,368,0,0,0,0,0,0,0.008,0.002,0.059,0.869,0.461,0.138,1.897,0.033,0,0.57,0.048,0,0.017,0,0,0,75.78,"Meet, Poultry,Fish,Seafood and eggs"
"2216",58116110,"Meat turnover, Puerto Rican style",3208,"Turnovers and other grain-based items",256,11.89,21.62,1.55,1.1,13.34,3.061,5.612,3.814,73,21,23,2,30,2,565,91,0.317,0.269,2.934,0.202,25,12,55,38,57.6,0.32,0,6.5,0.5,1.23,0,9.5,20,125,18,1.72,1.14,0.087,23.8,196,355,0,0,0,0,0,0,0.005,0.007,0.058,2.046,0.875,0.178,5.356,0.069,0,3.345,0.416,0,0.04,0,0,0.006,51.67,"Grains, Beans and Nuts"
"2217",58116115,"Empanada, Mexican turnover, filled with cheese and vegetables",3208,"Turnovers and other grain-based items",319,8.61,34.39,4.75,1.6,16.58,5.642,6.191,3.526,48,42,45,2,33,2,0,79,0.228,0.259,2.013,0.093,33,15,72,49,34.9,0.24,0,5.1,0.3,0.96,0,7.9,161,146,18,2.09,0.88,0.108,17.1,162,509,0,0,0,0.124,0.062,0.045,0.096,0.092,0.5,2.819,1.687,0.156,5.927,0.02,0,3.219,0.283,0,0.016,0.001,0.001,0.003,38.08,"Grains, Beans and Nuts"
"2218",58116120,"Empanada, Mexican turnover, filled with meat and vegetables",3208,"Turnovers and other grain-based items",335,11.31,31.19,1.84,2,18.37,5.156,7.121,4.268,26,10,18,0,73,33,417,174,0.277,0.19,4.663,0.148,34,11,69,45,30.3,0.76,0,0.7,0.2,0.73,0,6.1,20,103,21,2.7,1.86,0.097,24.8,190,440,0,0,0,0,0,0,0.021,0.009,0.191,3.102,1.675,0.303,6.703,0.082,0.001,3.848,0.304,0,0.029,0.002,0.008,0.002,37.5,"Grains, Beans and Nuts"
"2219",58116130,"Empanada, Mexican turnover, filled with chicken and vegetables",3208,"Turnovers and other grain-based items",285,9.66,33.18,4.44,1.5,12.77,3.039,5.232,3.445,52,14,16,2,24,2,0,77,0.232,0.233,3.277,0.125,33,14,69,47,43.5,0.16,0,5,0.2,0.95,0,7.4,56,118,18,2.1,0.67,0.112,18,194,460,0,0,0,0,0,0,0,0.001,0.024,1.735,1.182,0.118,5.093,0.019,0,3.173,0.25,0,0.017,0,0,0.003,42.51,"Grains, Beans and Nuts"
"2220",58116210,"Meat pie, Puerto Rican style",3208,"Turnovers and other grain-based items",475,15.7,25.36,0.52,1.1,33.99,12.87,15.355,2.999,67,2,6,8,42,0,174,34,0.249,0.249,4.32,0.147,34,11,69,45,50.5,0.98,0,3.6,0.5,0.36,0,2,121,193,21,2.94,2.94,0.103,21.7,261,1151,0,0,0,0,0,0,0.018,0.052,0.615,7.651,4.283,1.032,13.82,0.198,0,2.702,0.259,0,0.034,0,0.001,0,20.84,"Grains, Beans and Nuts"
"2221",58116310,"Cheese turnover, Puerto Rican style",3208,"Turnovers and other grain-based items",420,9.68,36.79,0.23,1.3,25.71,10.227,10.081,3.677,35,70,70,0,18,0,0,7,0.28,0.298,2.496,0.029,47,13,93,60,14.4,0.13,0,0,0.5,0.71,0,5.2,260,185,17,2.4,1.12,0.076,21.9,67,757,0,0,0,0.134,0.114,0.071,0.188,0.227,0.824,5.69,2.785,0.508,9.1,0.173,0,3.277,0.372,0,0.011,0.002,0.004,0,24.52,"Grains, Beans and Nuts"
"2222",58117110,"Cornmeal fritter, Puerto Rican style",4402,"Biscuits, muffins, quick breads",266,6.77,20.78,0.52,1,17.21,5.651,6.25,4.555,20,54,57,14,38,0,0,353,0.108,0.166,1.159,0.054,30,8,58,38,4.5,0.1,0,0,0.1,1.27,0,12.4,149,121,15,1.29,0.83,0.046,5.7,63,564,0,0,0,0.217,0.054,0.068,0.125,0.088,0.8,2.744,1.089,0.241,5.863,0.041,0.001,3.982,0.573,0,0,0,0,0,53.13,"Grains, Beans and Nuts"
"2223",58117210,"Cornmeal stick, Puerto Rican style",4402,"Biscuits, muffins, quick breads",410,6.94,48.5,1.03,2.4,20.58,4.549,7.953,7.189,10,28,35,32,59,0,0,840,0.252,0.25,2.724,0.106,71,13,134,84,6.3,0.05,0,0,0.1,1.98,0,19.1,80,111,23,2.76,0.75,0.06,8,100,415,0,0,0,0.115,0.029,0.036,0.066,0.047,0.424,2.573,0.936,0.167,7.661,0.065,0.001,6.336,0.853,0,0,0,0,0,22.33,"Grains, Beans and Nuts"
"2224",58120110,"Crepe, filled with meat, poultry, or seafood, with sauce",3208,"Turnovers and other grain-based items",184,13.1,8.01,1.77,0.5,11.04,3.978,4.396,1.42,69,76,78,2,35,1,0,47,0.073,0.224,2.771,0.123,5,11,20,16,49.7,0.76,0,0.8,0.8,1.12,0,2.7,108,166,23,1.37,1.81,0.112,21.5,167,381,0,0,0,0.073,0.064,0.039,0.088,0.099,0.398,2.224,0.904,0.283,3.944,0.023,0.007,1.252,0.087,0,0.031,0.004,0.004,0.029,66.21,"Grains, Beans and Nuts"
"2225",58120120,"Crepe, filled with meat, poultry, or seafood, no sauce",3208,"Turnovers and other grain-based items",194,13.71,11.13,2.09,0.8,10.58,4.887,3.508,1.29,91,76,79,0,34,1,0,100,0.11,0.232,4.437,0.151,10,13,30,24,51,0.28,0,0.8,0.5,0.6,0,10.7,47,155,17,1.01,0.77,0.077,16.8,209,412,0,0,0,0.213,0.099,0.073,0.147,0.124,0.589,2.425,1.061,0.246,3.203,0.014,0,1.152,0.099,0,0.024,0,0.001,0.007,63.26,"Grains, Beans and Nuts"
"2226",58121510,"Dumpling, meat-filled",3208,"Turnovers and other grain-based items",359,12.54,25.37,0.13,0.9,22.81,6.602,9.4,4.98,35,0,0,0,0,0,0,5,0.227,0.204,3.017,0.097,35,9,68,44,36.8,0.71,0,0,0.1,1.18,0,9.4,11,92,13,2.37,2.35,0.099,18.9,118,438,0,0,0,0,0,0,0.016,0.018,0.223,3.573,2.617,0.257,9.118,0.025,0,4.587,0.38,0,0.007,0.001,0.005,0,37.85,"Grains, Beans and Nuts"
"2227",58121610,"Dumpling, potato- or cheese-filled",3208,"Turnovers and other grain-based items",195,5.26,29.64,1.75,0.9,6.14,1.316,1.243,3.236,4,3,3,0,1,0,0,8,0.293,0.222,2.198,0.062,52,12,100,64,9.6,0.08,0,5.3,0,0.98,0,7.9,35,79,16,1.26,0.44,0.063,13.4,107,474,0,0,0,0.021,0.008,0.004,0.011,0.015,0.047,0.814,0.349,0.005,1.228,0.009,0,2.97,0.267,0,0,0,0,0,57.25,"Grains, Beans and Nuts"
"2228",58121620,"Dumpling, vegetable",3208,"Turnovers and other grain-based items",164,5.05,27.4,0.93,1.7,3.76,1.283,0.894,1.206,7,17,32,0,180,0,0,212,0.214,0.183,1.834,0.095,32,24,78,56,14.7,0.03,0,9.4,0,0.49,0,31.5,52,76,16,1.58,0.53,0.084,12.1,141,468,0,0,0,0.032,0.027,0.017,0.041,0.047,0.15,0.673,0.252,0.028,0.794,0.007,0,1.047,0.15,0,0.004,0,0.001,0,62.04,"Grains, Beans and Nuts"
"2229",58122250,"Kishke, stuffed derma",3208,"Turnovers and other grain-based items",460,4.72,35.1,1.1,1.6,33.02,16.297,13.654,1.486,35,0,0,0,1,0,0,9,0.28,0.197,2.313,0.044,46,12,91,59,31.7,0,0,1.3,0.2,0.91,0,0.5,13,53,12,2.06,0.34,0.074,14.8,82,402,0,0,0,0,0,0,0,0.293,1.206,8.181,6.159,1.368,11.765,0.098,0,1.182,0.206,0,0,0,0,0,25.84,"Grains, Beans and Nuts"
"2230",58122310,"Knish, potato",3208,"Turnovers and other grain-based items",349,7.59,33.81,0.62,1.5,20.32,4.197,9.368,5.872,85,198,209,0,128,2,0,121,0.263,0.278,2.414,0.12,40,18,86,58,63,0.18,0,1.5,0.8,2.15,0,20.4,22,99,17,2.25,0.65,0.112,20,155,365,0,0,0,0.001,0,0.001,0.002,0.002,0.025,2.517,1.522,0.108,9.201,0.046,0,5.336,0.456,0,0.044,0,0.003,0.014,36.86,"Grains, Beans and Nuts"
"2231",58122320,"Knish, cheese",3208,"Turnovers and other grain-based items",342,10.16,31.11,1.02,1.1,19.46,4.215,8.627,5.341,83,194,205,0,123,2,0,111,0.26,0.322,2.119,0.062,42,18,90,60,59.4,0.24,0,0,0.8,2.02,0,18.5,45,134,14,2.21,0.67,0.081,22.6,107,452,0,0,0,0.035,0.008,0.008,0.021,0.022,0.098,2.412,1.485,0.065,8.516,0.032,0,4.852,0.422,0,0.039,0,0.003,0.012,37.63,"Grains, Beans and Nuts"
"2232",58122330,"Knish, meat",3208,"Turnovers and other grain-based items",349,13.12,25.65,0.74,1.1,21.28,5.192,9.776,4.956,95,168,177,0,109,2,0,101,0.225,0.283,3.157,0.165,34,18,76,52,73.6,0.92,0,0.8,0.7,1.86,0,17.3,26,131,17,2.55,2.26,0.088,22.7,171,422,0,0,0,0.001,0,0.001,0.001,0.003,0.153,3.004,1.825,0.221,9.391,0.044,0,4.484,0.395,0,0.049,0,0.003,0.011,38.45,"Grains, Beans and Nuts"
"2233",58123110,"Sweet bread dough, filled with meat, steamed",3406,"Egg rolls, dumplings, sushi",272,10.92,39.34,5.85,1.2,7.52,2.402,3.177,1.364,22,0,0,0,0,0,0,7,0.491,0.265,3.586,0.149,45,9,85,54,28.4,0.17,0,0.3,0.2,0.24,0,1.6,138,151,18,2.45,0.89,0.08,22.2,150,353,0,0,0,0,0,0,0.006,0.009,0.071,1.508,0.771,0.167,2.934,0.06,0,1.234,0.111,0,0.009,0,0,0,40.06,"Meet, Poultry,Fish,Seafood and eggs"
"2234",58123120,"Sweet bread dough, filled with bean paste, meatless, steamed",5506,"Doughnuts, sweet rolls, pastries",265,6.56,53.99,22.25,3.4,2.87,1.007,1.114,0.5,2,0,0,0,0,0,0,5,0.225,0.151,1.707,0.046,31,38,91,69,16.6,0,0,0.3,0.1,0.04,0,3.5,106,118,22,2.34,0.58,0.111,10.4,165,268,0,0,0,0,0,0,0.002,0.005,0.031,0.636,0.326,0.064,1.021,0.024,0,0.4,0.1,0,0,0,0,0,34.7,"Grains, Beans and Nuts"
"2235",58124210,"Pastry, cheese-filled",5506,"Doughnuts, sweet rolls, pastries",271,8.28,15.02,2.93,0.4,19.73,7.229,7.772,3.892,76,161,168,1,87,1,0,63,0.15,0.43,1.17,0.13,12,17,37,29,40.7,0.46,0,0,0.4,1.42,0,13.7,196,174,14,1.14,1.25,0.044,14.3,102,497,0,0,0,0.232,0.17,0.163,0.589,0.345,0.84,3.14,1.518,0.155,7.514,0.024,0,3.484,0.371,0,0.023,0,0.001,0.007,54.45,"Grains, Beans and Nuts"
"2236",58124220,"Pastry, egg and cheese filled",3208,"Turnovers and other grain-based items",343,8.05,43.39,6.17,1.6,15.18,7.675,4.495,1.848,66,116,117,1,26,1,0,44,0.444,0.346,3.048,0.059,52,43,131,95,32.9,0.22,0,0,0.5,0.72,0,4.2,81,121,16,2.37,0.81,0.082,20.6,106,231,0,0,0,0.4,0.258,0.157,0.332,0.346,1.021,3.523,1.501,0.201,4.192,0.028,0,1.628,0.194,0,0.017,0.001,0.001,0.004,32.15,"Grains, Beans and Nuts"
"2237",58124230,"Pastry, meat / poultry-filled",3208,"Turnovers and other grain-based items",338,11.23,30.64,4.63,1.1,18.85,8.024,6.634,2.84,72,89,90,1,18,1,0,30,0.383,0.294,3.98,0.097,36,30,92,66,41.8,0.44,0,0,0.8,0.78,0,2.9,59,129,16,2.01,1.31,0.079,20.7,178,408,0,0,0,0.279,0.18,0.11,0.239,0.247,0.809,4.137,1.88,0.309,6.131,0.121,0.002,2.483,0.18,0,0.049,0.001,0.008,0.004,37.53,"Grains, Beans and Nuts"
"2238",58124250,"Spanakopitta",3208,"Turnovers and other grain-based items",206,7.51,10.53,0.96,1.3,15.19,7.427,5.73,1.11,77,99,287,0,2256,1,0,4917,0.114,0.32,0.974,0.149,7,74,85,81,42.6,0.25,0,8.8,0.3,1.67,0,212.6,163,132,42,2.02,1.07,0.09,12.1,300,375,0,0,0,0.369,0.228,0.169,0.472,0.355,1.029,3.355,1.282,0.231,5.42,0.022,0,0.908,0.164,0,0.023,0,0.001,0.007,64.43,"Grains, Beans and Nuts"
"2239",58124500,"Pastry, filled with potatoes and peas, fried",3208,"Turnovers and other grain-based items",308,4.66,32.21,1.25,1.7,17.87,3.978,6.787,5.958,9,39,46,1,73,8,0,123,0.236,0.183,2.265,0.117,33,12,68,45,11.2,0.06,0,4.4,0.1,1.83,0,20.6,27,67,17,1.75,0.45,0.113,11.7,183,819,0,0,0,0.117,0.074,0.046,0.094,0.098,0.287,2.257,0.869,0.085,6.633,0.058,0,5.242,0.715,0,0,0,0,0,42.59,"Grains, Beans and Nuts"
"2240",58125110,"Quiche with meat, poultry or fish",3208,"Turnovers and other grain-based items",386,15.79,11.73,1.94,0.7,30.7,15.518,10.161,2.742,148,227,230,0,37,2,0,105,0.153,0.279,2.253,0.149,8,14,28,22,70.8,0.71,0,0.4,1,0.8,0,2.9,235,260,20,1.06,1.87,0.065,22.8,179,576,0,0,0,0.387,0.316,0.197,0.462,0.532,1.847,7.389,3.175,0.567,9.248,0.112,0.002,2.361,0.139,0,0.096,0.004,0.016,0.013,39.18,"Grains, Beans and Nuts"
"2241",58125120,"Spinach quiche, meatless",3208,"Turnovers and other grain-based items",296,10.46,11.46,1.9,1.2,23.48,12.669,7.195,1.693,123,209,324,0,1384,2,0,2525,0.081,0.276,0.702,0.113,8,38,51,45,57.3,0.5,0,1.9,0.9,1.15,0,114.2,247,198,34,1.65,1.47,0.084,14.2,200,309,0,0,0,0.358,0.292,0.182,0.428,0.492,1.648,5.76,2.415,0.415,6.518,0.062,0.001,1.431,0.116,0,0.065,0.003,0.011,0.011,52.59,"Grains, Beans and Nuts"
"2242",58125180,"Cheese quiche, meatless",3208,"Turnovers and other grain-based items",364,12.25,13.29,2.25,0.8,29.32,15.847,9.005,2.088,154,261,265,0,43,3,0,121,0.077,0.282,0.747,0.077,10,16,33,26,66.1,0.63,0,0.5,1.1,0.85,0,3.3,271,233,18,1.06,1.62,0.056,17.4,118,367,0,0,0,0.448,0.366,0.228,0.536,0.616,2.061,7.201,3.023,0.518,8.159,0.077,0.002,1.786,0.12,0,0.082,0.003,0.014,0.014,43.14,"Grains, Beans and Nuts"
"2243",58126000,"Turnover filled with ground beef and cabbage",3208,"Turnovers and other grain-based items",237,10.28,29.72,0.95,1.7,8.24,2.551,3.452,1.317,20,1,2,0,11,0,0,12,0.314,0.239,3.442,0.146,39,28,95,67,25.1,0.6,0,7.6,0,0.31,0,26.3,26,101,17,2.35,1.75,0.083,17.4,176,260,0,0,0,0,0,0,0,0.003,0.101,1.223,1.137,0.141,2.854,0.013,0,1.212,0.083,0,0.01,0,0,0,50.55,"Grains, Beans and Nuts"
"2244",58126110,"Turnover, meat-filled, no gravy",3208,"Turnovers and other grain-based items",371,12.87,26.16,0.12,1,23.6,6.81,9.724,5.168,36,0,0,0,0,0,0,6,0.234,0.21,3.108,0.1,36,10,71,46,38,0.74,0,0,0.1,1.23,0,9.8,11,94,14,2.43,2.4,0.098,19.6,119,433,0,0,0,0,0,0,0.016,0.018,0.228,3.687,2.7,0.263,9.435,0.026,0,4.761,0.394,0,0.007,0.001,0.005,0,35.95,"Grains, Beans and Nuts"
"2245",58126120,"Turnover, meat-filled, with gravy",3208,"Turnovers and other grain-based items",249,9.38,17.99,0.16,0.7,15.47,4.644,6.369,3.22,23,0,0,0,0,0,0,4,0.157,0.144,2.171,0.065,22,7,44,29,25.9,0.49,0,0,0.1,0.76,0,6.1,9,69,9,1.77,1.87,0.099,12.5,104,482,0,0,0,0,0,0,0.01,0.019,0.175,2.502,1.839,0.201,6.149,0.02,0,2.965,0.247,0,0.004,0.001,0.003,0,55.68,"Grains, Beans and Nuts"
"2246",58126130,"Turnover, meat- and cheese-filled, no gravy",3208,"Turnovers and other grain-based items",241,9.16,30.55,7.6,1.5,9.14,3.545,2.547,1.936,23,0,0,0,0,0,0,115,0.417,0.273,3.425,0.095,43,11,84,54,29.1,0.35,0,0.1,0.2,0.29,0,0.8,152,168,18,2,0.95,0.113,11.6,188,504,0,0,0,0.008,0.019,0.026,0.047,0.229,0.237,2.161,0.749,0.087,2.401,0.033,0,1.71,0.169,0,0.021,0.002,0.003,0.002,48.96,"Grains, Beans and Nuts"
"2247",58126140,"Turnover, meat- and bean-filled, no gravy",3208,"Turnovers and other grain-based items",347,12.48,25.91,0.14,1.6,21.25,6.124,8.738,4.67,32,0,0,0,0,0,0,5,0.227,0.195,2.852,0.102,32,22,77,55,37.4,0.66,0,0.1,0.1,1.11,0,9.6,13,99,17,2.5,2.27,0.114,17.7,150,389,0,0,0,0,0,0,0.015,0.016,0.205,3.318,2.426,0.236,8.478,0.023,0,4.287,0.372,0,0.006,0.001,0.004,0,38.97,"Grains, Beans and Nuts"
"2248",58126150,"Turnover, meat- and cheese-filled, tomato-based sauce",3208,"Turnovers and other grain-based items",253,9.32,30.45,7.73,2.2,10.47,4.007,2.787,2.611,20,0,12,0,141,9,1743,130,0.386,0.208,2.922,0.096,44,33,107,76,36.1,0.35,0,0.6,0.2,0.69,0,10.8,181,186,22,2.08,0.99,0.086,10,204,439,0,0,0,0.019,0.025,0.029,0.06,0.225,0.273,2.442,0.847,0.098,2.632,0.037,0,2.304,0.256,0,0.018,0.002,0.003,0.002,47.21,"Grains, Beans and Nuts"
"2249",58126160,"Turnover, cheese-filled, tomato-based sauce",3208,"Turnovers and other grain-based items",270,11.77,31.37,9.05,1.8,10.86,5.43,3.464,1.31,23,51,60,2,111,0,1939,57,0.271,0.231,1.81,0.109,48,24,106,72,17.1,1.08,0,0,0.1,0.91,0,17.7,317,54,26,2.13,1.45,0.107,17.1,206,687,0,0,0,0.223,0.056,0.06,0.12,0.201,0.722,2.874,0.945,0.216,3.151,0.002,0,1.146,0.159,0,0.002,0,0,0.001,42.97,"Grains, Beans and Nuts"
"2250",58126170,"Turnover filled with meat and vegetable, no potatoes, no gravy",3208,"Turnovers and other grain-based items",305,10.69,22.98,1.01,1.4,18.82,5.428,7.744,4.133,29,0,49,203,481,0,0,201,0.209,0.18,2.649,0.118,29,13,62,42,33,0.59,0,5.2,0.1,1.07,0,10.4,14,85,15,2.07,2,0.095,15.8,139,348,0,0,0,0,0,0,0.013,0.015,0.181,2.941,2.15,0.21,7.513,0.021,0,3.807,0.315,0,0.006,0.001,0.004,0,46.25,"Grains, Beans and Nuts"
